N,V,T,P,DirectRad,ScatterRad,SumRad
685,0,-22,734,85.26,187.8,274.07
686,0,-22,734,157.87,221.41,380.28
687,1,-19.8,732.5,157.88,221.35,380.23
688,1,-19.8,732.5,85.43,187.49,273.93
689,1,-19.8,732.5,36.25,151.61,188.87
690,1,-19.8,732.5,2.6,79.86,83.46
691,1,-19.8,732.5,0,3.19,3.22
692,1,-19.8,732.5,0,0,0
693,1,-19.8,732.5,0,0,0
694,1,-20.5,732.2,0,0,0
695,1,-20.5,732.2,0,0,0
696,1,-20.5,732.2,0,0,0
697,1,-25.6,728,0,0,0
698,1,-25.6,728,0,0,0
699,1,-25.6,728,0,0,0
700,1,-25.6,728,0,0,0
701,1,-25.6,728,0,0,0
702,1,-25.6,728,0,0,0
703,1,-25.6,728,0,0,0
704,1,-20.9,727.2,0,0,0
705,1,-20.9,727.2,0,0,0
706,1,-20.9,727.2,0,0.67,0.67
707,1,-20.9,727.2,0,38.41,39.35
708,0,-20.9,727.2,8.63,84.54,94.17
709,0,-20.9,727.2,88.03,170.71,259.73
710,0,-20.9,727.2,162.42,201.59,365.01
711,1,-19.8,725.5,162.43,201.55,364.97
712,1,-19.8,725.5,88.22,186.62,275.84
713,1,-19.8,725.5,37.65,151.15,189.8
714,1,-19.8,725.5,2.79,80.34,84.13
715,1,-19.8,725.5,0,2.71,2.75
716,1,-19.8,725.5,0,0,0
717,0,-19.8,725.5,0,0,0
718,0,-19.9,724.5,0,0,0
719,0,-19.9,724.5,0,0,0
720,1,-19.9,724.5,0,0,0
721,1,-27.4,722,0,0,0
722,1,-27.4,722,0,0,0
723,1,-27.4,722,0,0,0
724,1,-27.4,722,0,0,0
725,1,-27.4,722,0,0,0
726,1,-27.4,722,0,0,0
727,1,-27.4,722,0,0,0
728,1,-21.7,722.3,0,0,0
729,1,-21.7,722.3,0,0,0
730,1,-21.7,722.3,0,4.1,4.15
731,1,-21.7,722.3,2.96,80.96,84.92
732,1,-21.7,722.3,38.86,151.12,190.98
733,1,-21.7,722.3,90.65,186.34,277.99
734,1,-21.7,722.3,166.74,219.33,387.07
735,1,-19.1,721.8,166.75,219.27,387.02
736,1,-19.1,721.8,90.72,170.29,262.01
737,1,-19.1,721.8,38.9,137.06,176.96
738,1,-19.1,721.8,2.96,70.21,74.17
739,1,-19.1,721.8,0,03.07,3.12
740,1,-19.1,721.8,0,0,0
741,1,-19.1,721.8,0,0,0
742,1,-18.7,721.8,0,0,0
743,1,-18.7,721.8,0,0,0
744,0,-18.7,721.8,0,0,0
745,0,-12.5,723.9,0,0,0
746,0,-12.5,723.9,0,0,0
747,1,-12.5,723.9,0,0,0
748,1,-12.5,723.9,0,0,0
749,1,-12.5,723.9,0,0,0
750,2,-12.5,723.9,0,0,0
751,2,-12.5,723.9,0,0,0
752,2,-10.3,724.3,0,0,0
753,1,-10.3,724.3,0,0,0
754,1,-10.3,724.3,0,4.28,4.32
755,1,-10.3,724.3,03.05,80.73,84.78
756,0,-10.3,724.3,39.63,150.74,191.37
757,0,-10.3,724.3,92.24,185.9,279.14
758,0,-10.3,724.3,169.47,218.84,389.31
759,1,-21.9,735.2,169.47,218.79,389.25
760,1,-21.9,735.2,91.02,171.15,263.17
761,1,-21.9,735.2,38.96,137.54,177.5
762,1,-21.9,735.2,2.95,69.93,73.87
763,1,-21.9,735.2,0,2.9,2.94
764,1,-21.9,735.2,0,0,0
765,1,-21.9,735.2,0,0,0
766,1,-21.9,735.2,0,0,0
767,1,-21.9,735.2,0,0,0
768,1,-21.9,735.2,0,0,0
769,1,-26.9,732,0,0,0
770,1,-26.9,732,0,0,0
771,0,-26.9,732,0,0,0
772,0,-26.9,732,0,0,0
773,0,-26.9,732,0,0,0
774,0,-26.9,732,0,0,0
775,0,-26.9,732,0,0,0
776,0,-26.9,732,0,0,0
777,1,-26.9,732,0,0,0
778,1,-26.9,732,0,3.29,3.33
779,1,-26.9,732,03.09,70.72,74.81
780,1,-26.9,732,39.95,137.84,178.79
781,1,-26.9,732,92.94,171.16,265.1
782,1,-26.9,732,170.62,201.85,373.47
783,1,-20.1,732,170.62,201.8,373.43
784,1,-20.1,732,93.56,186.63,281.19
785,1,-20.1,732,40.23,151.28,192.51
786,1,-20.1,732,3.12,80.81,84.93
787,1,-20.1,732,0,4.29,4.34
788,1,-20.1,732,0,0,0
789,1,-20.1,732,0,0,0
790,1,-20.1,732,0,0,0
791,1,-20.1,732,0,0,0
792,1,-20.1,732,0,0,0
793,1,-24.7,730.3,0,0,0
794,1,-24.7,730.3,0,0,0
795,1,-24.7,730.3,0,0,0
796,1,-24.7,730.3,0,0,0
797,1,-24.7,730.3,0,0,0
798,1,-24.7,730.3,0,0,0
799,1,-24.7,730.3,0,0,0
800,1,-24.7,730.3,0,0,0
801,1,-24.7,730.3,0,0,0
802,1,-24.7,730.3,0,3.64,3.68
803,1,-24.7,730.3,3.28,71.37,75.65
804,1,-24.7,730.3,41.41,138.14,180.55
805,1,-24.7,730.3,95.94,171.27,268.22
806,1,-24.7,730.3,175.69,201.81,378.5
807,1,-19.8,730.5,175.69,201.76,378.46
808,1,-19.8,730.5,23.25,141.26,165.52
809,1,-19.8,730.5,9.61,113.1,123.71
810,1,-19.8,730.5,0.07,54.96,56.03
811,1,-19.8,730.5,0,2.2,2.21
812,1,-19.8,730.5,0,0,0
813,0,-19.8,730.5,0,0,0
814,0,-19.8,730.5,0,0,0
815,0,-19.8,730.5,0,0,0
816,0,-19.8,730.5,0,0,0
817,0,-26.8,731.9,0,0,0
818,0,-26.8,731.9,0,0,0
819,1,-26.8,731.9,0,0,0
820,1,-26.8,731.9,0,0,0
821,1,-26.8,731.9,0,0,0
822,1,-26.8,731.9,0,0,0
823,1,-26.8,731.9,0,0,0
824,1,-26.8,731.9,0,0,0
825,1,-26.8,731.9,0,0,0
826,1,-26.8,731.9,0,05.01,05.06
827,1,-26.8,731.9,3.42,81.88,86.31
828,1,-26.8,731.9,42.44,151.77,195.21
829,1,-26.8,731.9,98.03,186.8,285.83
830,1,-26.8,731.9,179.18,219.62,399.8
831,1,-22.5,733.4,179.18,219.57,399.75
832,1,-22.5,733.4,97.9,186.89,285.78
833,1,-22.5,733.4,42.36,151.73,195.1
834,1,-22.5,733.4,3.41,81.69,86.1
835,1,-22.5,733.4,0,4.93,4.98
836,1,-22.5,733.4,0,0,0
837,1,-22.5,733.4,0,0,0
838,1,-22.5,733.4,0,0,0
839,1,-22.5,733.4,0,0,0
840,1,-22.5,733.4,0,0,0
841,1,-29.9,733.6,0,0,0
842,1,-29.9,733.6,0,0,0
843,1,-29.9,733.6,0,0,0
844,1,-29.9,733.6,0,0,0
845,1,-29.9,733.6,0,0,0
846,1,-29.9,733.6,0,0,0
847,1,-29.9,733.6,0,0,0
848,1,-29.9,733.6,0,0,0
849,0,-29.9,733.6,0,0,0
850,0,-29.9,733.6,0,5.3,5.36
851,0,-29.9,733.6,3.57,82.32,86.88
852,0,-29.9,733.6,43.48,152.08,196.56
853,0,-29.9,733.6,100.15,187.05,288.19
854,0,-29.9,733.6,182.7,219.81,403.5
855,1,-25.3,735.7,182.7,219.75,403.45
856,1,-25.3,735.7,99.94,187.21,288.15
857,1,-25.3,735.7,43.37,152.1,196.46
858,1,-25.3,735.7,11.39,109.8,122.19
859,1,-25.3,735.7,0,5.2,5.25
860,1,-25.3,735.7,0,0,0
861,1,-25.3,735.7,0,0,0
862,1,-25.3,735.7,0,0,0
863,1,-25.3,735.7,0,0,0
864,1,-25.3,735.7,0,0,0
865,1,-31.6,734.4,0,0,0
866,1,-31.6,734.4,0,0,0
867,2,-31.6,734.4,0,0,0
868,2,-31.6,734.4,0,0,0
869,2,-31.6,734.4,0,0,0
870,2,-31.6,734.4,0,0,0
871,2,-31.6,734.4,0,0,0
872,2,-31.6,734.4,0,0,0
873,1,-31.6,734.4,0,0,0
874,1,-31.6,734.4,0,5.64,5.69
875,1,-31.6,734.4,3.72,82.77,87.5
876,1,-31.6,734.4,44.6,152.34,197.93
877,1,-31.6,734.4,102.41,187.21,290.61
878,1,-31.6,734.4,186.44,219.88,407.32
879,1,-23.9,734.5,186.45,219.82,407.27
880,1,-23.9,734.5,102.44,187.16,290.61
881,1,-23.9,734.5,44.62,152.22,197.83
882,1,-23.9,734.5,11.81,110.15,122.96
883,1,-23.9,734.5,0,5.6,5.66
884,1,-23.9,734.5,0,0,0
885,1,-23.9,734.5,0,0,0
886,1,-23.9,734.5,0,0,0
887,1,-23.9,734.5,0,0,0
888,1,-23.9,734.5,0,0,0
889,1,-32.1,732,0,0,0
890,1,-32.1,732,0,0,0
891,1,-32.1,732,0,0,0
892,1,-32.1,732,0,0,0
893,1,-32.1,732,0,0,0
894,1,-32.1,732,0,0,0
895,1,-32.1,732,0,0,0
896,1,-32.1,732,0,0,0
897,1,-32.1,732,0,0,0
898,1,-32.1,732,0,06.09,6.15
899,1,-32.1,732,3.92,83.27,88.19
900,1,-32.1,732,45.95,152.34,199.29
901,1,-32.1,732,105.09,186.99,293.08
902,1,-32.1,732,190.83,219.47,411.3
903,0,-24.1,732.4,190.84,219.41,411.25
904,0,-24.1,732.4,105.09,186.99,293.08
905,0,-24.1,732.4,45.95,152.25,199.21
906,0,-24.1,732.4,12.26,110.47,123.73
907,0,-24.1,732.4,0,06.05,6.1
908,0,-24.1,732.4,0,0,0
909,0,-24.1,732.4,0,0,0
910,0,-24.1,732.4,0,0,0
911,0,-24.1,732.4,0,0,0
912,0,-24.1,732.4,0,0,0
913,0,-28.5,733,0,0,0
914,0,-28.5,733,0,0,0
915,0,-28.5,733,0,0,0
916,0,-28.5,733,0,0,0
917,0,-28.5,733,0,0,0
918,0,-28.5,733,0,0,0
919,0,-28.5,733,0,0,0
920,0,-28.5,733,0,0,0
921,1,-28.5,733,0,0,0
922,1,-28.5,733,0,6.43,6.49
923,1,-28.5,733,12.66,111.07,124.72
924,1,-28.5,733,47.12,152.68,200.8
925,1,-28.5,733,107.44,187.25,295.69
926,1,-28.5,733,194.73,219.64,415.37
927,1,-21.4,733.6,194.73,219.59,415.32
928,1,-21.4,733.6,107.42,187.26,295.68
929,1,-21.4,733.6,47.11,152.61,200.71
930,1,-21.4,733.6,12.65,110.91,124.56
931,1,-21.4,733.6,0,6.38,6.43
932,1,-21.4,733.6,0,0,0
933,1,-21.4,733.6,0,0,0
934,1,-21.4,733.6,0,0,0
935,1,-21.4,733.6,0,0,0
936,1,-21.4,733.6,0,0,0
937,1,-27.9,734.6,0,0,0
938,1,-27.9,734.6,0,0,0
939,1,-27.9,734.6,0,0,0
940,1,-27.9,734.6,0,0,0
941,1,-27.9,734.6,0,0,0
942,1,-27.9,734.6,0,0,0
943,1,-27.9,734.6,0,0,0
944,1,-27.9,734.6,0,0,0
945,1,-27.9,734.6,0,0,0
946,1,-27.9,734.6,0,6.75,6.81
947,1,-27.9,734.6,13.04,111.51,125.56
948,1,-27.9,734.6,48.27,153.06,202.32
949,1,-27.9,734.6,109.75,187.56,298.31
950,1,-27.9,734.6,198.54,219.89,419.43
951,1,-25.4,736.2,198.54,219.84,419.38
952,1,-25.4,736.2,109.58,187.66,298.24
953,1,-25.4,736.2,48.18,153.03,202.21
954,1,-25.4,736.2,13.01,111.36,125.37
955,1,-25.4,736.2,0,6.65,6.71
956,1,-25.4,736.2,0,0,0
957,1,-25.4,736.2,0,0,0
958,1,-25.4,736.2,0,0,0
959,1,-25.4,736.2,0,0,0
960,1,-25.4,736.2,0,0,0
961,1,-30.1,734,0,0,0
962,1,-30.1,734,0,0,0
963,1,-30.1,734,0,0,0
964,1,-30.1,734,0,0,0
965,1,-30.1,734,0,0,0
966,1,-30.1,734,0,0,0
967,1,-30.1,734,0,0,0
968,1,-30.1,734,0,0,0
969,1,-30.1,734,0,0,0
970,1,-30.1,734,0,7.15,7.21
971,1,-30.1,734,13.49,111.88,126.37
972,1,-30.1,734,49.57,153.22,203.8
973,1,-30.1,734,112.34,187.58,300.91
974,1,-30.1,734,202.77,219.76,423.54
975,1,-26.1,734.3,202.78,219.71,423.49
976,1,-26.1,734.3,95.2,165.9,262.1
977,1,-26.1,734.3,41.93,134.63,177.56
978,1,-26.1,734.3,11.3,96.1,108.4
979,1,-26.1,734.3,0,39.5,40.5
980,1,-26.1,734.3,0,0,0
981,1,-26.1,734.3,0,0,0
982,1,-26.1,734.3,0,0,0
983,1,-26.1,734.3,0,0,0
984,1,-26.1,734.3,0,0,0
985,1,-29.5,731.1,0,0,0
986,1,-29.5,731.1,0,0,0
987,1,-29.5,731.1,0,0,0
988,1,-29.5,731.1,0,0,0
989,1,-29.5,731.1,0,0,0
990,1,-29.5,731.1,0,0,0
991,1,-29.5,731.1,0,0,0
992,1,-29.5,731.1,0,0,0
993,1,-29.5,731.1,0,0,0
994,1,-29.5,731.1,0,7.65,7.72
995,1,-29.5,731.1,14.01,112.19,127.2
996,1,-29.5,731.1,51.07,153.22,205.28
997,1,-29.5,731.1,115.26,187.33,303.6
998,1,-29.5,731.1,207.53,219.31,427.83
999,1,-24.2,731.2,207.53,219.26,427.79
1000,1,-24.2,731.2,115.29,173.61,289.91
1001,1,-24.2,731.2,51.08,141.37,193.45
1002,1,-24.2,731.2,14.02,101.99,117.01
1003,1,-24.2,731.2,0.23,43.44,44.67
1004,1,-24.2,731.2,0,0,0
1005,1,-24.2,731.2,0,0,0
1006,1,-24.2,731.2,0,0,0
1007,1,-24.2,731.2,0,0,0
1008,1,-24.2,731.2,0,0,0
1009,1,-27.5,726.6,0,0,0
1010,1,-27.5,726.6,0,0,0
1011,1,-27.5,726.6,0,0,0
1012,1,-27.5,726.6,0,0,0
1013,1,-27.5,726.6,0,0,0
1014,1,-27.5,726.6,0,0,0
1015,1,-27.5,726.6,0,0,0
1016,1,-27.5,726.6,0,0,0
1017,1,-27.5,726.6,0,0,0
1018,1,-27.5,726.6,0,8.22,8.29
1019,1,-27.5,726.6,14.59,112.45,128.04
1020,1,-27.5,726.6,52.71,153.07,206.78
1021,1,-27.5,726.6,118.45,186.89,306.34
1022,1,-27.5,726.6,212.66,218.61,432.27
1023,1,-21.7,726.2,212.67,218.56,432.23
1024,1,-21.7,726.2,118.54,186.77,306.31
1025,1,-21.7,726.2,52.76,152.91,206.67
1026,1,-21.7,726.2,14.61,112.26,127.88
1027,1,-21.7,726.2,0.3,50.67,51.97
1028,1,-21.7,726.2,0,0,0
1029,2,-21.7,726.2,0,0,0
1030,2,-21.7,726.2,0,0,0
1031,2,-21.7,726.2,0,0,0
1032,2,-21.7,726.2,0,0,0
1033,2,-24.7,722.8,0,0,0
1034,2,-24.7,722.8,0,0,0
1035,1,-24.7,722.8,0,0,0
1036,1,-24.7,722.8,0,0,0
1037,1,-24.7,722.8,0,0,0
1038,1,-24.7,722.8,0,0,0
1039,1,-24.7,722.8,0,0,0
1040,1,-24.7,722.8,0,0,0
1041,1,-24.7,722.8,0,0,0
1042,1,-24.7,722.8,0.37,51.54,52.9
1043,1,-24.7,722.8,15.17,112.73,128.9
1044,1,-24.7,722.8,54.34,152.99,208.33
1045,1,-24.7,722.8,121.61,186.54,309.15
1046,1,-24.7,722.8,217.75,218.02,436.78
1047,1,-17.7,724.6,217.76,217.98,436.73
1048,1,-17.7,724.6,121.43,146.71,269.14
1049,1,-17.7,724.6,54.24,119.62,174.86
1050,1,-17.7,724.6,15.13,85.25,101.38
1051,1,-17.7,724.6,0.36,34.79,36.15
1052,1,-17.7,724.6,0,0,0
1053,1,-17.7,724.6,0,0,0
1054,1,-17.7,724.6,0,0,0
1055,1,-17.7,724.6,0,0,0
1056,1,-17.7,724.6,0,0,0
1057,1,-13.9,730.4,0,0,0
1058,1,-13.9,730.4,0,0,0
1059,1,-13.9,730.4,0,0,0
1060,1,-13.9,730.4,0,0,0
1061,1,-13.9,730.4,0,0,0
1062,1,-13.9,730.4,0,0,0
1063,1,-13.9,730.4,0,0,0
1064,1,-13.9,730.4,0,0,0
1065,1,-13.9,730.4,0,0,0
1066,1,-13.9,730.4,0,35.33,35.68
1067,1,-13.9,730.4,3.11,86.16,90.28
1068,1,-13.9,730.4,13.06,120.7,134.76
1069,1,-13.9,730.4,30.12,147.87,178.99
1070,1,-13.9,730.4,54.49,171.89,227.38
1071,1,-12.1,732.7,54.49,171.87,227.35
1072,1,-12.1,732.7,122.38,148.02,271.4
1073,1,-12.1,732.7,54.71,120.76,176.47
1074,1,-12.1,732.7,15.29,86.12,102.41
1075,1,-12.1,732.7,0.38,35.21,36.59
1076,1,-12.1,732.7,0,0,0
1077,1,-12.1,732.7,0,0,0
1078,1,-12.1,732.7,0,0,0
1079,1,-12.1,732.7,0,0,0
1080,1,-12.1,732.7,0,0,0
1081,1,-19.6,735,0,0,0
1082,1,-19.6,735,0,0,0
1083,1,-19.6,735,0,0,0
1084,1,-19.6,735,0,0,0
1085,1,-19.6,735,0,0,0
1086,1,-19.6,735,0,0,0
1087,1,-19.6,735,0,0,0
1088,1,-19.6,735,0,0,0
1089,0,-19.6,735,0,0,0
1090,0,-19.6,735,0.43,52.3,53.73
1091,0,-19.6,735,15.8,114.05,130.85
1092,0,-19.6,735,56.25,154.67,211.92
1093,0,-19.6,735,125.52,188.44,314.95
1094,0,-16.8,735,224.28,220.07,445.35
1095,2,-16.8,735,284.52,235.62,521.14
1096,2,-16.8,735,125.54,175.33,301.87
1097,2,-16.8,735,56.27,143.41,200.68
1098,2,-16.8,735,15.8,104.42,121.22
1099,2,-16.8,735,0.43,45.94,47.38
1100,2,-16.8,735,0,0,0
1101,1,-16.8,735,0,0,0
1102,1,-16.8,735,0,0,0
1103,1,-16.8,735,0,0,0
1104,1,-16.8,735,0,0,0
1105,1,-16.6,736.8,0,0,0
1106,1,-18.1,737.2,0,0,0
1107,1,-18.1,737.2,0,0,0
1108,1,-18.1,737.2,0,0,0
1109,1,-18.1,737.2,0,0,0
1110,1,-18.1,737.2,0,0,0
1111,1,-18.1,737.2,0,0,0
1112,1,-18.1,737.2,0,0,0
1113,1,-18.1,737.2,0,0,0
1114,1,-18.1,737.2,0,36.46,36.83
1115,1,-18.1,737.2,3.31,87.73,92.04
1116,1,-18.1,737.2,13.64,122.37,137
1117,1,-18.1,737.2,31.27,149.57,181.84
1118,1,-16.1,738.9,56.37,173.59,230.96
1119,2,-16.1,738.9,71.66,185.03,257.69
1120,2,-16.1,738.9,118.73,130.42,250.15
1121,2,-16.1,738.9,53.28,107.15,161.43
1122,2,-16.1,738.9,14.98,76.26,92.23
1123,2,-16.1,738.9,0.37,30.52,31.89
1124,2,-16.1,738.9,0,0,0
1125,2,-16.1,738.9,0,0,0
1126,2,-16.1,738.9,0,0,0
1127,2,-16.1,738.9,0,0,0
1128,2,-16.1,738.9,0,0,0
1129,2,-17.6,739.8,0,0,0
1130,2,-18.9,739.6,0,0,0
1131,1,-18.9,739.6,0,0,0
1132,1,-18.9,739.6,0,0,0
1133,1,-18.9,739.6,0,0,0
1134,1,-18.9,739.6,0,0,0
1135,1,-18.9,739.6,0,0,0
1136,1,-18.9,739.6,0,0,0
1137,1,-18.9,739.6,0,0,0
1138,1,-18.9,739.6,0,37.06,37.44
1139,1,-18.9,739.6,3.42,88.52,92.93
1140,1,-18.9,739.6,13.95,123.16,138.1
1141,1,-18.9,739.6,31.89,150.34,183.23
1142,1,-17,741.4,57.38,174.34,232.72
1143,1,-17,741.4,72.89,185.76,259.65
1144,1,-17,741.4,31.84,150.46,183.29
1145,1,-17,741.4,13.92,123.2,138.12
1146,1,-17,741.4,3.41,88.48,92.88
1147,1,-17,741.4,0,36.96,37.34
1148,1,-17,741.4,0,0,0
1149,1,-17,741.4,0,0,0
1150,1,-17,741.4,0,0,0
1151,1,-17,741.4,0,0,0
1152,1,-17,741.4,0,0,0
1153,1,-17.5,739.3,0,0,0
1154,1,-19.6,738.2,0,0,0
1155,1,-19.6,738.2,0,0,0
1156,1,-19.6,738.2,0,0,0
1157,1,-19.6,738.2,0,0,0
1158,1,-19.6,738.2,0,0,0
1159,1,-19.6,738.2,0,0,0
1160,1,-19.6,738.2,0,0,0
1161,1,-19.6,738.2,0,0,0
1162,1,-19.6,738.2,0,37.79,38.19
1163,1,-19.6,738.2,3.56,89.24,93.8
1164,1,-19.6,738.2,14.34,123.72,139.06
1165,1,-19.6,738.2,32.64,150.76,184.4
1166,1,-17.4,738,58.58,174.65,234.23
1167,1,-17.4,738,74.35,186.01,261.37
1168,1,-17.4,738,133.52,175.97,310.48
1169,1,-17.4,738,60.33,144.41,205.74
1170,1,-17.4,738,17.23,105.79,124.02
1171,1,-17.4,738,0.6,47.55,49.15
1172,1,-17.4,738,0,0,0
1173,1,-17.4,738,0,0,0
1174,1,-17.4,738,0,0,0
1175,1,-17.4,738,0,0,0
1176,1,-17.4,738,0,0,0
1177,1,-24.8,735.4,0,0,0
1178,1,-27.3,733.4,0,0,0
1179,1,-27.3,733.4,0,0,0
1180,1,-27.3,733.4,0,0,0
1181,1,-27.3,733.4,0,0,0
1182,1,-27.3,733.4,0,0,0
1183,1,-27.3,733.4,0,0,0
1184,1,-27.3,733.4,0,0,0
1185,1,-27.3,733.4,0,0,0
1186,1,-27.3,733.4,0.68,54.72,56.4
1187,1,-27.3,733.4,17.87,115.63,134.5
1188,1,-27.3,733.4,62.11,155.51,218.61
1189,1,-27.3,733.4,136.9,188.69,326.6
1190,1,-23.9,732.2,242.65,219.77,463.42
1191,2,-23.9,732.2,306.81,235.05,542.86
1192,2,-23.9,732.2,137.1,188.45,326.55
1193,2,-23.9,732.2,62.22,155.26,218.48
1194,2,-23.9,732.2,17.91,115.42,134.33
1195,2,-23.9,732.2,0.68,54.61,56.3
1196,2,-23.9,732.2,0,0,0
1197,1,-23.9,732.2,0,0,0
1198,1,-23.9,732.2,0,0,0
1199,1,-23.9,732.2,0,0,0
1200,1,-23.9,732.2,0,0,0
1201,1,-24.7,729.4,0,0,0
1202,1,-28.3,728,0,0,0
1203,1,-28.3,728,0,0,0
1204,1,-28.3,728,0,0,0
1205,1,-28.3,728,0,0,0
1206,1,-28.3,728,0,0,0
1207,1,-28.3,728,0,0,0
1208,1,-28.3,728,0,0,0
1209,1,-28.3,728,0,0,0
1210,1,-28.3,728,0.77,49.53,51.3
1211,1,-28.3,728,18.57,107.08,126.65
1212,1,-28.3,728,64.01,144.96,209.97
1213,1,-28.3,728,140.52,175.96,317.47
1214,1,-23.9,726.8,248.37,204.55,453.92
1215,2,-23.9,726.8,313.71,218.5,533.21
1216,2,-23.9,726.8,140.72,175.76,317.48
1217,2,-23.9,726.8,64.12,144.76,209.89
1218,2,-23.9,726.8,18.62,106.92,126.54
1219,2,-23.9,726.8,0.77,49.47,51.25
1220,2,-23.9,726.8,0,0,0
1221,1,-23.9,726.8,0,0,0
1222,1,-23.9,726.8,0,0,0
1223,1,-23.9,726.8,0,0,0
1224,1,-23.9,726.8,0,0,0
1225,1,-25.4,723.4,0,0,0
1226,1,-27.9,722.2,0,0,0
1227,1,-27.9,722.2,0,0,0
1228,1,-27.9,722.2,0,0,0
1229,1,-27.9,722.2,0,0,0
1230,1,-27.9,722.2,0,0,0
1231,1,-27.9,722.2,0,0,0
1232,1,-27.9,722.2,0,0,0
1233,1,-27.9,722.2,0,0,0
1234,1,-27.9,722.2,0.86,50.36,52.22
1235,1,-27.9,722.2,19.3,107.42,127.72
1236,1,-27.9,722.2,65.98,144.86,211.84
1237,1,-27.9,722.2,144.24,175.53,320.77
1238,1,-22.6,723.4,254.26,203.85,459.11
1239,1,-22.6,723.4,320.8,217.66,539.46
1240,1,-22.6,723.4,144.12,175.63,320.76
1241,1,-22.6,723.4,65.91,144.88,211.79
1242,1,-22.6,723.4,19.27,107.35,127.63
1243,1,-22.6,723.4,0.85,50.23,52.08
1244,1,-22.6,723.4,0,0,0
1245,1,-22.6,723.4,0,0,0
1246,1,-22.6,723.4,0,0,0
1247,1,-22.6,723.4,0,0,0
1248,1,-22.6,723.4,0,0,0
1249,1,-24.7,724,0,0,0
1250,1,-25.7,723.2,0,0,0
1251,1,-25.7,723.2,0,0,0
1252,1,-25.7,723.2,0,0,0
1253,1,-25.7,723.2,0,0,0
1254,1,-25.7,723.2,0,0,0
1255,1,-25.7,723.2,0,0,0
1256,1,-25.7,723.2,0,0,0
1257,1,-25.7,723.2,0,0,0
1258,1,-25.7,723.2,0.38,56.81,58.19
1259,1,-25.7,723.2,13.96,116.43,131.39
1260,1,-25.7,723.2,48.18,155.3,204.48
1261,1,-25.7,723.2,105.39,187.72,294.11
1262,1,-16.8,723.8,185.66,218.12,404.78
1263,1,-16.8,723.8,234.15,233.07,468.22
1264,1,-16.8,723.8,147.07,176.01,324.08
1265,1,-16.8,723.8,67.44,145.35,213.79
1266,1,-16.8,723.8,19.82,107.94,128.76
1267,1,-16.8,723.8,0.92,50.88,52.81
1268,1,-16.8,723.8,0,0,0
1269,0,-16.8,723.8,0,0,0
1270,0,-16.8,723.8,0,0,0
1271,0,-16.8,723.8,0,0,0
1272,0,-16.8,723.8,0,0,0
1273,0,-23.9,723.5,0,0,0
1274,0,-26.8,724.1,0,0,0
1275,1,-26.8,724.1,0,0,0
1276,1,-26.8,724.1,0,0,0
1277,1,-26.8,724.1,0,0,0
1278,1,-26.8,724.1,0,0,0
1279,1,-26.8,724.1,0,0,0
1280,1,-26.8,724.1,0,0,0
1281,1,-26.8,724.1,0,0,0
1282,1,-26.8,724.1,0.99,57.36,59.35
1283,1,-26.8,724.1,20.36,116.88,138.24
1284,1,-26.8,724.1,68.93,155.64,225.57
1285,1,-26.8,724.1,149.93,187.96,338.9
1286,1,-18.9,725.6,263.38,218.26,482.64
1287,1,-18.9,725.6,331.83,233.16,565.98
1288,1,-18.9,725.6,149.79,188.13,338.92
1289,1,-18.9,725.6,68.85,155.7,225.55
1290,1,-18.9,725.6,20.32,116.83,138.15
1291,1,-18.9,725.6,0.98,57.2,59.19
1292,1,-18.9,725.6,0,0,0
1293,1,-18.9,725.6,0,0,0
1294,1,-18.9,725.6,0,0,0
1295,1,-18.9,725.6,0,0,0
1296,1,-18.9,725.6,0,0,0
1297,1,-23.7,724.6,0,0,0
1298,1,-25.7,724,0,0,0
1299,1,-25.7,724,0,0,0
1300,1,-25.7,724,0,0,0
1301,1,-25.7,724,0,0,0
1302,1,-25.7,724,0,0,0
1303,1,-25.7,724,0,0,0
1304,1,-25.7,724,0,0,0
1305,1,-25.7,724,0,0,0
1306,1,-25.7,724,01.06,57.96,60.02
1307,1,-25.7,724,20.94,117.29,139.23
1308,1,-25.7,724,70.52,155.89,227.41
1309,1,-25.7,724,152.97,188.08,342.05
1310,1,-16.8,724.6,268.21,218.26,487.47
1311,1,-16.8,724.6,337.66,233.08,571.74
1312,1,-16.8,724.6,152.96,176.64,330.6
1313,1,-16.8,724.6,70.51,146.2,217.71
1314,1,-16.8,724.6,20.93,109.04,130.97
1315,1,-16.8,724.6,01.06,52.15,54.21
1316,1,-16.8,724.6,0,0,0
1317,1,-16.8,724.6,0,0,0
1318,1,-16.8,724.6,0,0,0
1319,1,-16.8,724.6,0,0,0
1320,1,-16.8,724.6,0,0,0
1321,1,-24.3,722.8,0,0,0
1322,1,-23.9,722,0,0,0
1323,1,-23.9,722,0,0,0
1324,1,-23.9,722,0,0,0
1325,1,-23.9,722,0,0,0
1326,1,-23.9,722,0,0,0
1327,1,-23.9,722,0,0,0
1328,1,-23.9,722,0,0,0
1329,1,-23.9,722,0,0,0
1330,1,-23.9,722,1.15,52.94,55.09
1331,1,-23.9,722,21.59,109.54,132.14
1332,1,-23.9,722,72.28,146.41,219.69
1333,1,-23.9,722,156.31,176.59,333.9
1334,1,-17.9,721.8,273.49,204.46,478.95
1335,1,-17.9,721.8,344,218.04,563.05
1336,1,-17.9,721.8,210.94,190.63,402.57
