n;V_w(t);T;I_a;n(t);A;P_pv
101016,00;0,00;16,30;0,00;;;
101017,00;0,00;18,60;0,00;;;
101018,00;0,00;18,60;0,00;;;
101019,00;1,00;18,60;0,00;;;
101020,00;1,00;18,60;0,00;;;
101021,00;1,00;18,60;0,00;;;
101022,00;1,00;13,90;0,00;;;
101023,00;1,00;13,90;49,03;;;
101024,00;1,00;13,90;167,41;;;
101025,00;1,00;13,90;223,53;;;
101026,00;1,00;13,90;310,83;;;
101027,00;1,00;13,90;491,14;;;
101028,00;1,00;13,90;597,39;;;
101029,00;1,00;13,90;712,05;;;
101030,00;1,00;14,70;956,98;;;
101031,00;1,00;14,70;956,98;;;
101032,00;1,00;14,70;358,17;;;
101033,00;1,00;14,70;289,72;;;
101034,00;1,00;14,70;257,09;;;
101035,00;1,00;14,70;195,67;;;
101036,00;1,00;14,70;165,80;;;
101037,00;0,00;14,70;134,09;;;
101038,00;0,00;19,30;41,08;;;
101039,00;0,00;19,30;0,00;;;
101040,00;0,00;19,30;0,00;;;
101041,00;0,00;22,50;0,00;;;
101042,00;0,00;22,50;0,00;;;
101043,00;1,00;22,50;0,00;;;
101044,00;1,00;22,50;0,00;;;
101045,00;1,00;22,50;0,00;;;
101046,00;1,00;16,10;0,00;;;
101047,00;1,00;16,10;41,42;;;
101048,00;1,00;16,10;156,58;;;
101049,00;2,00;16,10;216,13;;;
101050,00;2,00;16,10;309,61;;;
101051,00;2,00;16,10;488,49;;;
101052,00;2,00;16,10;593,88;;;
101053,00;2,00;16,10;707,65;;;
101054,00;2,00;12,10;950,83;;;
101055,00;0,00;12,10;950,83;;;
101056,00;0,00;12,10;710,40;;;
101057,00;0,00;12,10;596,03;;;
101058,00;0,00;12,10;490,08;;;
101059,00;0,00;12,10;310,33;;;
101060,00;0,00;12,10;238,00;;;
101061,00;1,00;12,10;175,86;;;
101062,00;1,00;19,70;48,77;;;
101063,00;1,00;19,70;0,00;;;
101064,00;1,00;19,70;0,00;;;
101065,00;1,00;19,90;0,00;;;
101066,00;1,00;19,90;0,00;;;
101067,00;2,00;19,90;0,00;;;
101068,00;2,00;19,90;0,00;;;
101069,00;2,00;19,90;0,00;;;
101070,00;2,00;15,20;0,00;;;
101071,00;2,00;15,20;48,64;;;
101072,00;2,00;15,20;171,51;;;
101073,00;1,00;15,20;233,09;;;
101074,00;1,00;15,20;251,44;;;
101075,00;1,00;15,20;382,67;;;
101076,00;1,00;15,20;458,83;;;
101077,00;1,00;15,20;540,63;;;
101078,00;1,00;14,50;714,74;;;
101079,00;1,00;14,50;714,74;;;
101080,00;1,00;14,50;540,62;;;
101081,00;1,00;14,50;458,82;;;
101082,00;1,00;14,50;382,67;;;
101083,00;1,00;14,50;251,44;;;
101084,00;1,00;14,50;196,82;;;
101085,00;1,00;14,50;147,72;;;
101086,00;1,00;20,50;48,61;;;
101087,00;1,00;20,50;0,00;;;
101088,00;1,00;20,50;0,00;;;
101089,00;1,00;21,40;0,00;;;
101090,00;1,00;21,40;0,00;;;
101091,00;2,00;21,40;0,00;;;
101092,00;2,00;21,40;0,00;;;
101093,00;2,00;21,40;0,00;;;
101094,00;2,00;18,00;0,00;;;
101095,00;2,00;18,00;48,40;;;
101096,00;2,00;18,00;171,20;;;
101097,00;1,00;18,00;232,65;;;
101098,00;1,00;18,00;194,83;;;
101099,00;1,00;18,00;256,02;;;
101100,00;1,00;18,00;288,54;;;
101101,00;1,00;18,00;322,26;;;
101102,00;1,00;15,80;391,72;;;
101103,00;1,00;15,80;391,72;;;
101104,00;1,00;15,80;322,26;;;
101105,00;1,00;15,80;288,53;;;
101106,00;1,00;15,80;256,02;;;
101107,00;1,00;15,80;194,83;;;
101108,00;1,00;15,80;165,04;;;
101109,00;1,00;15,80;133,38;;;
101110,00;1,00;18,80;40,54;;;
101111,00;1,00;18,80;0,00;;;
101112,00;1,00;18,80;0,00;;;
101113,00;1,00;18,50;0,00;;;
101114,00;1,00;18,50;0,00;;;
101115,00;1,00;18,50;0,00;;;
101116,00;1,00;18,50;0,00;;;
101117,00;1,00;18,50;0,00;;;
101118,00;1,00;17,60;0,00;;;
101119,00;1,00;17,60;40,68;;;
101120,00;1,00;17,60;147,11;;;
101121,00;1,00;17,60;196,03;;;
101122,00;1,00;17,60;194,71;;;
101123,00;1,00;17,60;255,85;;;
101124,00;1,00;17,60;288,32;;;
101125,00;1,00;17,60;322,01;;;
101126,00;1,00;16,70;391,42;;;
101127,00;1,00;16,70;391,42;;;
101128,00;1,00;16,70;635,56;;;
101129,00;1,00;16,70;532,66;;;
101130,00;1,00;16,70;437,42;;;
101131,00;1,00;16,70;275,72;;;
101132,00;1,00;16,70;210,29;;;
101133,00;2,00;16,70;153,53;;;
101134,00;2,00;20,70;48,05;;;
101135,00;2,00;20,70;0,00;;;
101136,00;2,00;20,70;0,00;;;
101137,00;2,00;20,00;0,00;;;
101138,00;2,00;20,00;0,00;;;
101139,00;1,00;20,00;0,00;;;
101140,00;1,00;20,00;0,00;;;
101141,00;1,00;20,00;0,00;;;
101142,00;1,00;15,90;0,00;;;
101143,00;1,00;15,90;40,12;;;
101144,00;1,00;15,90;132,87;;;
101145,00;1,00;15,90;164,51;;;
101146,00;1,00;15,90;249,92;;;
101147,00;1,00;15,90;380,07;;;
101148,00;1,00;15,90;455,66;;;
101149,00;1,00;15,90;536,93;;;
101150,00;1,00;16,30;710,35;;;
101151,00;1,00;16,30;710,35;;;
101152,00;1,00;16,30;321,65;;;
101153,00;1,00;16,30;288,01;;;
101154,00;1,00;16,30;255,58;;;
101155,00;1,00;16,30;194,51;;;
101156,00;1,00;16,30;164,74;;;
101157,00;1,00;16,30;133,01;;;
101158,00;1,00;17,90;39,94;;;
101159,00;1,00;17,90;0,00;;;
101160,00;1,00;17,90;0,00;;;
101161,00;1,00;24,00;0,00;;;
101162,00;1,00;24,00;0,00;;;
101163,00;1,00;24,00;0,00;;;
101164,00;1,00;24,00;0,00;;;
101165,00;1,00;24,00;0,00;;;
101166,00;1,00;16,20;0,00;;;
101167,00;1,00;16,20;40,25;;;
101168,00;1,00;16,20;154,68;;;
101169,00;2,00;16,20;213,52;;;
101170,00;2,00;16,20;307,06;;;
101171,00;2,00;16,20;484,45;;;
101172,00;2,00;16,20;589,20;;;
101173,00;2,00;16,20;702,50;;;
101174,00;2,00;12,80;945,76;;;
101175,00;0,00;12,80;945,76;;;
101176,00;0,00;12,80;702,48;;;
101177,00;0,00;12,80;589,17;;;
101178,00;0,00;12,80;484,42;;;
101179,00;0,00;12,80;307,04;;;
101180,00;0,00;12,80;235,68;;;
101181,00;2,00;12,80;174,21;;;
101182,00;2,00;19,50;47,53;;;
101183,00;2,00;19,50;0,00;;;
101184,00;2,00;19,50;0,00;;;
101185,00;2,00;19,60;0,00;;;
101186,00;2,00;19,60;0,00;;;
101187,00;1,00;19,60;0,00;;;
101188,00;1,00;19,60;0,00;;;
101189,00;1,00;19,60;0,00;;;
101190,00;1,00;14,80;0,00;;;
101191,00;1,00;14,80;47,25;;;
101192,00;1,00;14,80;161,44;;;
101193,00;1,00;14,80;212,08;;;
101194,00;1,00;14,80;193,55;;;
101195,00;1,00;14,80;254,39;;;
101196,00;1,00;14,80;286,72;;;
101197,00;1,00;14,80;320,29;;;
101198,00;1,00;13,40;389,62;;;
101199,00;1,00;13,40;389,62;;;
101200,00;1,00;13,40;593,90;;;
101201,00;1,00;13,40;499,72;;;
101202,00;1,00;13,40;412,52;;;
101203,00;1,00;13,40;263,94;;;
101204,00;1,00;13,40;203,25;;;
101205,00;1,00;13,40;149,87;;;
101206,00;1,00;19,20;40,06;;;
101207,00;1,00;19,20;0,00;;;
101208,00;1,00;19,20;0,00;;;
101209,00;1,00;19,90;0,00;;;
101210,00;1,00;19,90;0,00;;;
101211,00;2,00;19,90;0,00;;;
101212,00;2,00;19,90;0,00;;;
101213,00;2,00;19,90;0,00;;;
101214,00;2,00;15,50;0,00;;;
101215,00;2,00;15,50;47,20;;;
101216,00;2,00;15,50;112,77;;;
101217,00;0,00;15,50;229,59;;;
101218,00;0,00;15,50;193,24;;;
101219,00;0,00;15,50;253,99;;;
101220,00;0,00;15,50;286,27;;;
101221,00;0,00;15,50;319,80;;;
101222,00;0,00;12,70;389,09;;;
101223,00;1,00;12,70;389,09;;;
101224,00;1,00;12,70;533,00;;;
101225,00;1,00;12,70;452,15;;;
101226,00;1,00;12,70;377,06;;;
101227,00;1,00;12,70;247,92;;;
101228,00;1,00;12,70;194,13;;;
101229,00;2,00;12,70;145,62;;;
101230,00;2,00;17,00;39,47;;;
101231,00;2,00;17,00;0,00;;;
101232,00;2,00;17,00;0,00;;;
101233,00;2,00;19,20;0,00;;;
101234,00;2,00;19,20;0,00;;;
101235,00;1,00;19,20;0,00;;;
101236,00;1,00;19,20;0,00;;;
101237,00;1,00;19,20;0,00;;;
101238,00;1,00;15,10;0,00;;;
101239,00;1,00;15,10;39,59;;;
101240,00;1,00;15,10;97,20;;;
101241,00;2,00;15,10;193,55;;;
101242,00;2,00;15,10;262,41;;;
101243,00;2,00;15,10;410,18;;;
101244,00;2,00;15,10;496,99;;;
101245,00;2,00;15,10;590,84;;;
101246,00;2,00;13,10;792,51;;;
101247,00;1,00;13,10;792,51;;;
101248,00;1,00;13,10;627,30;;;
101249,00;1,00;13,10;525,37;;;
101250,00;1,00;13,10;431,26;;;
101251,00;1,00;13,10;271,82;;;
101252,00;1,00;13,10;207,35;;;
101253,00;1,00;13,10;151,35;;;
101254,00;1,00;20,10;46,91;;;
101255,00;1,00;20,10;0,00;;;
101256,00;1,00;20,10;0,00;;;
101257,00;1,00;21,70;0,00;;;
101258,00;1,00;21,70;0,00;;;
101259,00;1,00;21,70;0,00;;;
101260,00;1,00;21,70;0,00;;;
101261,00;1,00;21,70;0,00;;;
101262,00;1,00;17,30;0,00;;;
101263,00;1,00;17,30;46,68;;;
101264,00;1,00;17,30;112,17;;;
101265,00;3,00;17,30;228,84;;;
101266,00;3,00;17,30;303,18;;;
101267,00;3,00;17,30;477,73;;;
101268,00;3,00;17,30;580,97;;;
101269,00;3,00;17,30;692,84;;;
101270,00;3,00;14,80;933,89;;;
101271,00;2,00;14,80;933,89;;;
101272,00;2,00;14,80;568,55;;;
101273,00;2,00;14,80;484,36;;;
101274,00;2,00;14,80;406,12;;;
101275,00;2,00;14,80;271,46;;;
101276,00;2,00;14,80;215,29;;;
101277,00;1,00;14,80;164,50;;;
101278,00;1,00;19,70;46,59;;;
101279,00;1,00;19,70;0,00;;;
101280,00;1,00;19,70;0,00;;;
101281,00;1,00;20,60;0,00;;;
101282,00;1,00;20,60;0,00;;;
101283,00;1,00;20,60;0,00;;;
101284,00;1,00;20,60;0,00;;;
101285,00;1,00;20,60;0,00;;;
101286,00;1,00;15,30;0,00;;;
101287,00;1,00;15,30;46,36;;;
101288,00;1,00;15,30;111,77;;;
101289,00;1,00;15,30;227,87;;;
101290,00;1,00;15,30;270,17;;;
101291,00;1,00;15,30;428,53;;;
101292,00;1,00;15,30;522,10;;;
101293,00;1,00;15,30;623,52;;;
101294,00;1,00;12,20;842,25;;;
101295,00;0,00;12,20;842,25;;;
101296,00;0,00;12,20;587,17;;;
101297,00;0,00;12,20;493,85;;;
101298,00;0,00;12,20;407,61;;;
101299,00;0,00;12,20;260,90;;;
101300,00;0,00;12,20;200,96;;;
101301,00;2,00;12,20;97,53;;;
101302,00;2,00;12,20;46,35;;;
101303,00;2,00;20,30;0,00;;;
101304,00;2,00;20,30;0,00;;;
101305,00;2,00;19,80;0,00;;;
101306,00;2,00;19,80;0,00;;;
101307,00;1,00;19,80;0,00;;;
101308,00;1,00;19,80;0,00;;;
101309,00;1,00;19,80;0,00;;;
101310,00;1,00;14,30;0,00;;;
101311,00;1,00;14,30;38,79;;;
101312,00;1,00;14,30;97,82;;;
101313,00;0,00;14,30;205,51;;;
101314,00;0,00;14,30;297,16;;;
101315,00;0,00;14,30;470,29;;;
101316,00;0,00;14,30;572,84;;;
101317,00;0,00;14,30;684,11;;;
101318,00;0,00;12,90;924,42;;;
101319,00;1,00;12,90;924,42;;;
101320,00;1,00;12,90;527,15;;;
101321,00;1,00;12,90;447,03;;;
101322,00;1,00;12,90;372,74;;;
101323,00;1,00;12,90;245,18;;;
101324,00;1,00;12,90;192,01;;;
101325,00;0,00;12,90;96,12;;;
101326,00;0,00;12,90;38,44;;;
101327,00;0,00;15,40;0,00;;;
101328,00;0,00;15,40;0,00;;;
101329,00;0,00;15,20;0,00;;;
101330,00;0,00;15,20;0,00;;;
101331,00;2,00;15,20;0,00;;;
101332,00;2,00;15,20;0,00;;;
101333,00;2,00;15,20;0,00;;;
101334,00;2,00;13,40;0,00;;;
101335,00;2,00;13,40;38,22;;;
101336,00;2,00;13,40;92,06;;;
101337,00;1,00;13,40;161,77;;;
101338,00;1,00;13,40;191,20;;;
101339,00;1,00;13,40;251,42;;;
101340,00;1,00;13,40;283,43;;;
101341,00;1,00;13,40;316,72;;;
101342,00;1,00;12,70;385,83;;;
101343,00;1,00;12,70;385,83;;;
101344,00;1,00;12,70;316,69;;;
101345,00;1,00;12,70;283,39;;;
101346,00;1,00;12,70;251,38;;;
101347,00;1,00;12,70;191,17;;;
101348,00;1,00;12,70;161,74;;;
101349,00;0,00;12,70;92,06;;;
101350,00;0,00;12,70;38,23;;;
101351,00;0,00;15,30;0,00;;;
101352,00;0,00;15,30;0,00;;;
101353,00;0,00;15,40;0,00;;;
101354,00;0,00;15,40;0,00;;;
101355,00;1,00;15,40;0,00;;;
101356,00;1,00;15,40;0,00;;;
101357,00;1,00;15,40;0,00;;;
101358,00;1,00;12,60;0,00;;;
101359,00;1,00;12,60;37,96;;;
101360,00;1,00;12,60;91,71;;;
101361,00;1,00;12,60;161,38;;;
101362,00;1,00;12,60;267,38;;;
101363,00;1,00;12,60;424,23;;;
101364,00;1,00;12,60;517,04;;;
101365,00;1,00;12,60;617,80;;;
101366,00;1,00;10,50;835,81;;;
101367,00;1,00;10,50;835,81;;;
101368,00;1,00;10,50;687,82;;;
101369,00;1,00;10,50;576,26;;;
101370,00;1,00;10,50;473,54;;;
101371,00;1,00;10,50;300,28;;;
101372,00;1,00;10,50;230,67;;;
101373,00;2,00;10,50;114,24;;;
101374,00;2,00;10,50;45,68;;;
101375,00;2,00;17,80;0,00;;;
101376,00;2,00;17,80;0,00;;;
101377,00;2,00;20,50;0,00;;;
101378,00;2,00;20,50;0,00;;;
101379,00;1,00;20,50;0,00;;;
101380,00;1,00;20,50;0,00;;;
101381,00;1,00;20,50;0,00;;;
101382,00;1,00;14,30;0,00;;;
101383,00;1,00;14,30;38,17;;;
101384,00;1,00;14,30;96,65;;;
101385,00;0,00;14,30;203,30;;;
101386,00;0,00;14,30;299,31;;;
101387,00;0,00;14,30;472,06;;;
101388,00;0,00;14,30;574,54;;;
101389,00;0,00;14,30;685,89;;;
101390,00;0,00;10,90;927,09;;;
101391,00;0,00;10,90;927,09;;;
101392,00;0,00;10,90;685,84;;;
101393,00;0,00;10,90;574,51;;;
101394,00;0,00;10,90;472,04;;;
101395,00;0,00;10,90;299,32;;;
101396,00;0,00;10,90;229,95;;;
101397,00;2,00;10,90;113,86;;;
101398,00;2,00;10,90;47,33;;;
101399,00;2,00;18,30;0,00;;;
101400,00;2,00;18,30;0,00;;;
101401,00;2,00;19,00;0,00;;;
101402,00;2,00;19,00;0,00;;;
101403,00;0,00;19,00;0,00;;;
101404,00;0,00;19,00;0,00;;;
101405,00;0,00;19,00;0,00;;;
101406,00;0,00;14,40;0,00;;;
101407,00;0,00;14,40;37,48;;;
101408,00;0,00;14,40;91,00;;;
101409,00;0,00;14,40;160,48;;;
101410,00;0,00;14,40;298,38;;;
101411,00;0,00;14,40;470,52;;;
101412,00;0,00;14,40;572,68;;;
101413,00;0,00;14,40;683,74;;;
101414,00;0,00;13,90;924,58;;;
101415,00;1,00;13,90;924,58;;;
101416,00;1,00;13,90;642,01;;;
101417,00;1,00;13,90;535,41;;;
101418,00;1,00;13,90;437,45;;;
101419,00;1,00;13,90;272,66;;;
101420,00;1,00;13,90;206,56;;;
101421,00;1,00;13,90;96,69;;;
101422,00;1,00;13,90;47,20;;;
101423,00;1,00;22,40;0,00;;;
101424,00;1,00;22,40;0,00;;;
101425,00;1,00;22,70;0,00;;;
101426,00;1,00;22,70;0,00;;;
101427,00;2,00;22,70;0,00;;;
101428,00;2,00;22,70;0,00;;;
101429,00;2,00;22,70;0,00;;;
101430,00;2,00;16,30;0,00;;;
101431,00;2,00;16,30;44,04;;;
101432,00;2,00;16,30;107,63;;;
101433,00;1,00;16,30;217,94;;;
101434,00;1,00;16,30;297,46;;;
101435,00;1,00;16,30;468,97;;;
101436,00;1,00;16,30;570,82;;;
101437,00;1,00;16,30;681,60;;;
101438,00;1,00;12,40;922,09;;;
101439,00;1,00;12,40;922,09;;;
101440,00;1,00;12,40;673,90;;;
101441,00;1,00;12,40;563,85;;;
101442,00;1,00;12,40;462,68;;;
101443,00;1,00;12,40;292,38;;;
101444,00;1,00;12,40;224,00;;;
101445,00;2,00;12,40;109,53;;;
101446,00;2,00;12,40;46,98;;;
101447,00;2,00;21,10;0,00;;;
101448,00;2,00;21,10;0,00;;;
101449,00;2,00;21,10;0,00;;;
101450,00;2,00;21,10;0,00;;;
101451,00;2,00;21,10;0,00;;;
101452,00;2,00;21,10;0,00;;;
101453,00;2,00;21,10;0,00;;;
101454,00;2,00;15,70;0,00;;;
101455,00;2,00;15,70;44,85;;;
101456,00;2,00;15,70;109,33;;;
101457,00;1,00;15,70;223,16;;;
101458,00;1,00;15,70;296,69;;;
101459,00;1,00;15,70;376,61;;;
101460,00;1,00;15,70;569,62;;;
101461,00;1,00;15,70;680,35;;;
101462,00;1,00;16,10;920,99;;;
101463,00;1,00;16,10;920,99;;;
101464,00;1,00;16,10;610,56;;;
101465,00;1,00;16,10;510,57;;;
101466,00;1,00;16,10;418,67;;;
101467,00;1,00;16,10;263,76;;;
101468,00;1,00;16,10;201,23;;;
101469,00;0,00;16,10;95,62;;;
101470,00;0,00;16,10;37,96;;;
101471,00;0,00;20,20;0,00;;;
101472,00;0,00;20,20;0,00;;;
101473,00;0,00;19,00;0,00;;;
101474,00;0,00;19,00;0,00;;;
101475,00;1,00;19,00;0,00;;;
101476,00;1,00;19,00;0,00;;;
101477,00;1,00;19,00;0,00;;;
101478,00;1,00;17,00;0,00;;;
101479,00;1,00;17,00;36,90;;;
101480,00;1,00;17,00;90,06;;;
101481,00;1,00;17,00;159,17;;;
101482,00;1,00;17,00;295,13;;;
101483,00;1,00;17,00;374,32;;;
101484,00;1,00;17,00;565,54;;;
101485,00;1,00;17,00;675,29;;;
101486,00;1,00;16,10;914,05;;;
101487,00;1,00;16,10;914,05;;;
101488,00;1,00;16,10;351,93;;;
101489,00;1,00;16,10;315,11;;;
101490,00;1,00;16,10;279,81;;;
101491,00;1,00;16,10;213,88;;;
101492,00;1,00;16,10;182,01;;;
101493,00;2,00;16,10;107,01;;;
101494,00;2,00;16,10;37,21;;;
101495,00;2,00;22,50;0,00;;;
101496,00;2,00;22,50;0,00;;;
101497,00;2,00;24,10;0,00;;;
101498,00;2,00;24,10;0,00;;;
101499,00;2,00;24,10;0,00;;;
101500,00;2,00;24,10;0,00;;;
101501,00;2,00;24,10;0,00;;;
101502,00;2,00;15,90;0,00;;;
101503,00;2,00;15,90;36,86;;;
101504,00;2,00;15,90;94,12;;;
101505,00;1,00;15,90;194,96;;;
101506,00;1,00;15,90;289,74;;;
101507,00;1,00;15,90;368,37;;;
101508,00;1,00;15,90;558,43;;;
101509,00;1,00;15,90;667,64;;;
101510,00;1,00;13,30;905,58;;;
101511,00;1,00;13,30;905,58;;;
101512,00;1,00;13,30;675,38;;;
101513,00;1,00;13,30;565,45;;;
101514,00;1,00;13,30;374,11;;;
101515,00;1,00;13,30;294,91;;;
101516,00;1,00;13,30;226,80;;;
101517,00;1,00;13,30;112,18;;;
101518,00;1,00;13,30;44,10;;;
101519,00;1,00;23,00;0,00;;;
101520,00;1,00;23,00;0,00;;;
101521,00;1,00;21,50;0,00;;;
101522,00;1,00;21,50;0,00;;;
101523,00;0,00;21,50;0,00;;;
101524,00;0,00;21,50;0,00;;;
101525,00;0,00;21,50;0,00;;;
101526,00;0,00;18,00;0,00;;;
101527,00;0,00;18,00;36,19;;;
101528,00;0,00;18,00;89,28;;;
101529,00;2,00;18,00;158,52;;;
101530,00;2,00;18,00;267,64;;;
101531,00;2,00;18,00;343,04;;;
101532,00;2,00;18,00;525,61;;;
101533,00;2,00;18,00;630,76;;;
101534,00;2,00;14,40;860,33;;;
101535,00;1,00;14,40;860,33;;;
101536,00;1,00;14,40;311,12;;;
101537,00;1,00;14,40;278,27;;;
101538,00;1,00;14,40;216,64;;;
101539,00;1,00;14,40;187,54;;;
101540,00;1,00;14,40;158,49;;;
101541,00;1,00;14,40;89,27;;;
101542,00;1,00;14,40;36,19;;;
101543,00;1,00;19,30;0,00;;;
101544,00;1,00;19,30;0,00;;;
101545,00;1,00;20,70;0,00;;;
101546,00;1,00;20,70;0,00;;;
101547,00;0,00;20,70;0,00;;;
101548,00;0,00;20,70;0,00;;;
101549,00;0,00;20,70;0,00;;;
101550,00;0,00;14,90;0,00;;;
101551,00;0,00;14,90;35,96;;;
101552,00;0,00;14,90;88,86;;;
101553,00;1,00;14,90;157,90;;;
101554,00;1,00;14,90;287,55;;;
101555,00;1,00;14,90;365,55;;;
101556,00;1,00;14,90;554,27;;;
101557,00;1,00;14,90;662,90;;;
101558,00;1,00;15,90;900,09;;;
101559,00;1,00;15,90;900,09;;;
101560,00;1,00;15,90;310,16;;;
101561,00;1,00;15,90;277,36;;;
101562,00;1,00;15,90;215,89;;;
101563,00;1,00;15,90;186,87;;;
101564,00;1,00;15,90;157,90;;;
101565,00;0,00;15,90;88,85;;;
101566,00;0,00;15,90;35,91;;;
101567,00;0,00;19,10;0,00;;;
101568,00;0,00;19,10;0,00;;;
101569,00;0,00;24,90;0,00;;;
101570,00;0,00;24,90;0,00;;;
101571,00;1,00;24,90;0,00;;;
101572,00;1,00;24,90;0,00;;;
101573,00;1,00;24,90;0,00;;;
101574,00;1,00;19,00;0,00;;;
101575,00;1,00;19,00;43,21;;;
101576,00;1,00;19,00;107,19;;;
101577,00;2,00;19,00;219,43;;;
101578,00;2,00;19,00;236,11;;;
101579,00;2,00;19,00;293,90;;;
101580,00;2,00;19,00;430,68;;;
101581,00;2,00;19,00;508,61;;;
101582,00;2,00;15,20;677,99;;;
101583,00;1,00;15,20;677,99;;;
101584,00;1,00;15,20;638,25;;;
101585,00;1,00;15,20;536,07;;;
101586,00;1,00;15,20;358,20;;;
101587,00;1,00;15,20;284,33;;;
101588,00;1,00;15,20;220,40;;;
101589,00;1,00;15,20;110,41;;;
101590,00;1,00;15,20;42,14;;;
101591,00;1,00;25,30;0,00;;;
101592,00;1,00;25,30;0,00;;;
101593,00;1,00;28,50;0,00;;;
101594,00;1,00;28,50;0,00;;;
101595,00;1,00;28,50;0,00;;;
101596,00;1,00;28,50;0,00;;;
101597,00;1,00;21,40;0,00;;;
101598,00;1,00;21,40;0,00;;;
101599,00;1,00;21,40;40,56;;;
101600,00;1,00;21,40;102,19;;;
101601,00;3,00;21,40;154,70;;;
101602,00;3,00;21,40;290,72;;;
101603,00;3,00;21,40;368,60;;;
101604,00;3,00;21,40;557,15;;;
101605,00;3,00;21,40;665,80;;;
101606,00;3,00;15,10;903,54;;;
101607,00;0,00;15,10;903,54;;;
101608,00;0,00;15,10;665,66;;;
101609,00;0,00;15,10;557,05;;;
101610,00;0,00;15,10;368,59;;;
101611,00;0,00;15,10;290,73;;;
101612,00;0,00;15,10;165,63;;;
101613,00;1,00;15,10;110,47;;;
101614,00;1,00;15,10;42,83;;;
101615,00;1,00;23,50;0,00;;;
101616,00;1,00;23,50;0,00;;;
101617,00;1,00;26,90;0,00;;;
101618,00;1,00;26,90;0,00;;;
101619,00;1,00;26,90;0,00;;;
101620,00;1,00;26,90;0,00;;;
101621,00;1,00;17,30;0,00;;;
101622,00;1,00;17,30;0,00;;;
101623,00;1,00;17,30;42,51;;;
101624,00;1,00;17,30;105,83;;;
101625,00;0,00;17,30;158,93;;;
101626,00;0,00;17,30;273,83;;;
101627,00;0,00;17,30;342,16;;;
101628,00;0,00;17,30;505,80;;;
101629,00;0,00;17,30;599,61;;;
101630,00;0,00;14,80;804,43;;;
101631,00;1,00;14,80;804,43;;;
101632,00;1,00;14,80;625,56;;;
101633,00;1,00;14,80;524,78;;;
101634,00;1,00;14,80;349,66;;;
101635,00;1,00;14,80;277,01;;;
101636,00;1,00;14,80;158,95;;;
101637,00;2,00;14,80;105,82;;;
101638,00;2,00;14,80;44,55;;;
101639,00;2,00;23,10;0,00;;;
101640,00;2,00;23,10;0,00;;;
101641,00;2,00;25,80;0,00;;;
101642,00;2,00;25,80;0,00;;;
101643,00;0,00;25,80;0,00;;;
101644,00;0,00;25,80;0,00;;;
101645,00;0,00;17,10;0,00;;;
101646,00;0,00;17,10;0,00;;;
101647,00;0,00;17,10;34,95;;;
101648,00;0,00;17,10;91,78;;;
101649,00;1,00;17,10;141,99;;;
101650,00;1,00;17,10;288,51;;;
101651,00;1,00;17,10;365,65;;;
101652,00;1,00;17,10;552,57;;;
101653,00;1,00;17,10;660,46;;;
101654,00;1,00;17,40;897,07;;;
101655,00;1,00;17,40;897,07;;;
101656,00;1,00;17,40;556,87;;;
101657,00;1,00;17,40;467,35;;;
101658,00;1,00;17,40;311,63;;;
101659,00;1,00;17,40;246,74;;;
101660,00;1,00;17,40;139,96;;;
101661,00;3,00;17,40;91,20;;;
101662,00;3,00;17,40;0,00;;;
101663,00;3,00;21,90;0,00;;;
101664,00;3,00;21,90;0,00;;;
101665,00;3,00;28,80;0,00;;;
101666,00;3,00;28,80;0,00;;;
101667,00;1,00;28,80;0,00;;;
101668,00;1,00;28,80;0,00;;;
101669,00;1,00;20,10;0,00;;;
101670,00;1,00;20,10;0,00;;;
101671,00;1,00;20,10;0,00;;;
101672,00;1,00;20,10;91,72;;;
101673,00;1,00;20,10;142,91;;;
101674,00;1,00;20,10;281,42;;;
101675,00;1,00;20,10;357,29;;;
101676,00;1,00;20,10;541,18;;;
101677,00;1,00;20,10;647,41;;;
101678,00;1,00;14,10;880,72;;;
101679,00;1,00;14,10;880,72;;;
101680,00;1,00;14,10;657,91;;;
101681,00;1,00;14,10;550,34;;;
101682,00;1,00;14,10;364,16;;;
101683,00;1,00;14,10;287,34;;;
101684,00;1,00;14,10;163,81;;;
101685,00;1,00;14,10;109,08;;;
101686,00;1,00;14,10;0,00;;;
101687,00;1,00;23,50;0,00;;;
101688,00;1,00;23,50;0,00;;;
101689,00;1,00;24,90;0,00;;;
101690,00;1,00;24,90;0,00;;;
101691,00;2,00;24,90;0,00;;;
101692,00;2,00;24,90;0,00;;;
101693,00;2,00;15,60;0,00;;;
101694,00;2,00;15,60;0,00;;;
101695,00;2,00;15,60;0,00;;;
101696,00;2,00;15,60;104,82;;;
101697,00;1,00;15,60;158,60;;;
101698,00;1,00;15,60;280,68;;;
101699,00;1,00;15,60;356,61;;;
101700,00;1,00;15,60;540,88;;;
101701,00;1,00;15,60;647,45;;;
101702,00;1,00;13,10;881,80;;;
101703,00;1,00;13,10;881,80;;;
101704,00;1,00;13,10;655,62;;;
101705,00;1,00;13,10;548,22;;;
101706,00;1,00;13,10;362,50;;;
101707,00;1,00;13,10;285,94;;;
101708,00;1,00;13,10;162,98;;;
101709,00;1,00;13,10;108,59;;;
101710,00;1,00;13,10;0,00;;;
101711,00;1,00;17,80;0,00;;;
101712,00;1,00;17,80;0,00;;;
101713,00;1,00;14,60;0,00;;;
