n;V_w(t);T;I_a;n(t);A;P_pv
667,00;0,00;-21,00;2,87;;;
668,00;0,00;-21,00;0,00;;;
669,00;1,00;-21,00;0,00;;;
670,00;1,00;-20,60;0,00;;;
671,00;1,00;-20,60;0,00;;;
672,00;1,00;-20,60;0,00;;;
673,00;1,00;-28,20;0,00;;;
674,00;1,00;-28,20;0,00;;;
675,00;1,00;-28,20;0,00;;;
676,00;1,00;-28,20;0,00;;;
677,00;1,00;-28,20;0,00;;;
678,00;1,00;-28,20;0,00;;;
679,00;1,00;-28,20;0,00;;;
680,00;1,00;-22,00;0,00;;;
681,00;0,00;-22,00;0,00;;;
682,00;0,00;-22,00;3,14;;;
683,00;0,00;-22,00;80,91;;;
684,00;0,00;-22,00;161,22;;;
685,00;0,00;-22,00;274,07;;;
686,00;0,00;-22,00;380,28;;;
687,00;1,00;-19,80;380,23;;;
688,00;1,00;-19,80;273,93;;;
689,00;1,00;-19,80;188,87;;;
690,00;1,00;-19,80;83,46;;;
691,00;1,00;-19,80;3,22;;;
692,00;1,00;-19,80;0,00;;;
693,00;1,00;-19,80;0,00;;;
694,00;1,00;-20,50;0,00;;;
695,00;1,00;-20,50;0,00;;;
696,00;1,00;-20,50;0,00;;;
697,00;1,00;-25,60;0,00;;;
698,00;1,00;-25,60;0,00;;;
699,00;1,00;-25,60;0,00;;;
700,00;1,00;-25,60;0,00;;;
701,00;1,00;-25,60;0,00;;;
702,00;1,00;-25,60;0,00;;;
703,00;1,00;-25,60;0,00;;;
704,00;1,00;-20,90;0,00;;;
705,00;1,00;-20,90;0,00;;;
706,00;1,00;-20,90;0,67;;;
707,00;1,00;-20,90;39,35;;;
708,00;0,00;-20,90;94,17;;;
709,00;0,00;-20,90;259,73;;;
710,00;0,00;-20,90;365,01;;;
711,00;1,00;-19,80;364,97;;;
712,00;1,00;-19,80;275,84;;;
713,00;1,00;-19,80;189,80;;;
714,00;1,00;-19,80;84,13;;;
715,00;1,00;-19,80;2,75;;;
716,00;1,00;-19,80;0,00;;;
717,00;0,00;-19,80;0,00;;;
718,00;0,00;-19,90;0,00;;;
719,00;0,00;-19,90;0,00;;;
720,00;1,00;-19,90;0,00;;;
721,00;1,00;-27,40;0,00;;;
722,00;1,00;-27,40;0,00;;;
723,00;1,00;-27,40;0,00;;;
724,00;1,00;-27,40;0,00;;;
725,00;1,00;-27,40;0,00;;;
726,00;1,00;-27,40;0,00;;;
727,00;1,00;-27,40;0,00;;;
728,00;1,00;-21,70;0,00;;;
729,00;1,00;-21,70;0,00;;;
730,00;1,00;-21,70;4,15;;;
731,00;1,00;-21,70;84,92;;;
732,00;1,00;-21,70;190,98;;;
733,00;1,00;-21,70;277,99;;;
734,00;1,00;-21,70;387,07;;;
735,00;1,00;-19,10;387,02;;;
736,00;1,00;-19,10;262,01;;;
737,00;1,00;-19,10;176,96;;;
738,00;1,00;-19,10;74,17;;;
739,00;1,00;-19,10;3,12;;;
740,00;1,00;-19,10;0,00;;;
741,00;1,00;-19,10;0,00;;;
742,00;1,00;-18,70;0,00;;;
743,00;1,00;-18,70;0,00;;;
744,00;0,00;-18,70;0,00;;;
745,00;0,00;-12,50;0,00;;;
746,00;0,00;-12,50;0,00;;;
747,00;1,00;-12,50;0,00;;;
748,00;1,00;-12,50;0,00;;;
749,00;1,00;-12,50;0,00;;;
750,00;2,00;-12,50;0,00;;;
751,00;2,00;-12,50;0,00;;;
752,00;2,00;-10,30;0,00;;;
753,00;1,00;-10,30;0,00;;;
754,00;1,00;-10,30;4,32;;;
755,00;1,00;-10,30;84,78;;;
756,00;0,00;-10,30;191,37;;;
757,00;0,00;-10,30;279,14;;;
758,00;0,00;-10,30;389,31;;;
759,00;1,00;-21,90;389,25;;;
760,00;1,00;-21,90;263,17;;;
761,00;1,00;-21,90;177,50;;;
762,00;1,00;-21,90;73,87;;;
763,00;1,00;-21,90;2,94;;;
764,00;1,00;-21,90;0,00;;;
765,00;1,00;-21,90;0,00;;;
766,00;1,00;-21,90;0,00;;;
767,00;1,00;-21,90;0,00;;;
768,00;1,00;-21,90;0,00;;;
769,00;1,00;-26,90;0,00;;;
770,00;1,00;-26,90;0,00;;;
771,00;0,00;-26,90;0,00;;;
772,00;0,00;-26,90;0,00;;;
773,00;0,00;-26,90;0,00;;;
774,00;0,00;-26,90;0,00;;;
775,00;0,00;-26,90;0,00;;;
776,00;0,00;-26,90;0,00;;;
777,00;1,00;-26,90;0,00;;;
778,00;1,00;-26,90;3,33;;;
779,00;1,00;-26,90;74,81;;;
780,00;1,00;-26,90;178,79;;;
781,00;1,00;-26,90;265,10;;;
782,00;1,00;-26,90;373,47;;;
783,00;1,00;-20,10;373,43;;;
784,00;1,00;-20,10;281,19;;;
785,00;1,00;-20,10;192,51;;;
786,00;1,00;-20,10;84,93;;;
787,00;1,00;-20,10;4,34;;;
788,00;1,00;-20,10;0,00;;;
789,00;1,00;-20,10;0,00;;;
790,00;1,00;-20,10;0,00;;;
791,00;1,00;-20,10;0,00;;;
792,00;1,00;-20,10;0,00;;;
793,00;1,00;-24,70;0,00;;;
794,00;1,00;-24,70;0,00;;;
795,00;1,00;-24,70;0,00;;;
796,00;1,00;-24,70;0,00;;;
797,00;1,00;-24,70;0,00;;;
798,00;1,00;-24,70;0,00;;;
799,00;1,00;-24,70;0,00;;;
800,00;1,00;-24,70;0,00;;;
801,00;1,00;-24,70;0,00;;;
802,00;1,00;-24,70;3,68;;;
803,00;1,00;-24,70;75,65;;;
804,00;1,00;-24,70;180,55;;;
805,00;1,00;-24,70;268,22;;;
806,00;1,00;-24,70;378,50;;;
807,00;1,00;-19,80;378,46;;;
808,00;1,00;-19,80;165,52;;;
809,00;1,00;-19,80;123,71;;;
810,00;1,00;-19,80;56,03;;;
811,00;1,00;-19,80;2,21;;;
812,00;1,00;-19,80;0,00;;;
813,00;0,00;-19,80;0,00;;;
814,00;0,00;-19,80;0,00;;;
815,00;0,00;-19,80;0,00;;;
816,00;0,00;-19,80;0,00;;;
817,00;0,00;-26,80;0,00;;;
818,00;0,00;-26,80;0,00;;;
819,00;1,00;-26,80;0,00;;;
820,00;1,00;-26,80;0,00;;;
821,00;1,00;-26,80;0,00;;;
822,00;1,00;-26,80;0,00;;;
823,00;1,00;-26,80;0,00;;;
824,00;1,00;-26,80;0,00;;;
825,00;1,00;-26,80;0,00;;;
826,00;1,00;-26,80;5,06;;;
827,00;1,00;-26,80;86,31;;;
828,00;1,00;-26,80;195,21;;;
829,00;1,00;-26,80;285,83;;;
830,00;1,00;-26,80;399,80;;;
831,00;1,00;-22,50;399,75;;;
832,00;1,00;-22,50;285,78;;;
833,00;1,00;-22,50;195,10;;;
834,00;1,00;-22,50;86,10;;;
835,00;1,00;-22,50;4,98;;;
836,00;1,00;-22,50;0,00;;;
837,00;1,00;-22,50;0,00;;;
838,00;1,00;-22,50;0,00;;;
839,00;1,00;-22,50;0,00;;;
840,00;1,00;-22,50;0,00;;;
841,00;1,00;-29,90;0,00;;;
842,00;1,00;-29,90;0,00;;;
843,00;1,00;-29,90;0,00;;;
844,00;1,00;-29,90;0,00;;;
845,00;1,00;-29,90;0,00;;;
846,00;1,00;-29,90;0,00;;;
847,00;1,00;-29,90;0,00;;;
848,00;1,00;-29,90;0,00;;;
849,00;0,00;-29,90;0,00;;;
850,00;0,00;-29,90;5,36;;;
851,00;0,00;-29,90;86,88;;;
852,00;0,00;-29,90;196,56;;;
853,00;0,00;-29,90;288,19;;;
854,00;0,00;-29,90;403,50;;;
855,00;1,00;-25,30;403,45;;;
856,00;1,00;-25,30;288,15;;;
857,00;1,00;-25,30;196,46;;;
858,00;1,00;-25,30;122,19;;;
859,00;1,00;-25,30;5,25;;;
860,00;1,00;-25,30;0,00;;;
861,00;1,00;-25,30;0,00;;;
862,00;1,00;-25,30;0,00;;;
863,00;1,00;-25,30;0,00;;;
864,00;1,00;-25,30;0,00;;;
865,00;1,00;-31,60;0,00;;;
866,00;1,00;-31,60;0,00;;;
867,00;2,00;-31,60;0,00;;;
868,00;2,00;-31,60;0,00;;;
869,00;2,00;-31,60;0,00;;;
870,00;2,00;-31,60;0,00;;;
871,00;2,00;-31,60;0,00;;;
872,00;2,00;-31,60;0,00;;;
873,00;1,00;-31,60;0,00;;;
874,00;1,00;-31,60;5,69;;;
875,00;1,00;-31,60;87,50;;;
876,00;1,00;-31,60;197,93;;;
877,00;1,00;-31,60;290,61;;;
878,00;1,00;-31,60;407,32;;;
879,00;1,00;-23,90;407,27;;;
880,00;1,00;-23,90;290,61;;;
881,00;1,00;-23,90;197,83;;;
882,00;1,00;-23,90;122,96;;;
883,00;1,00;-23,90;5,66;;;
884,00;1,00;-23,90;0,00;;;
885,00;1,00;-23,90;0,00;;;
886,00;1,00;-23,90;0,00;;;
887,00;1,00;-23,90;0,00;;;
888,00;1,00;-23,90;0,00;;;
889,00;1,00;-32,10;0,00;;;
890,00;1,00;-32,10;0,00;;;
891,00;1,00;-32,10;0,00;;;
892,00;1,00;-32,10;0,00;;;
893,00;1,00;-32,10;0,00;;;
894,00;1,00;-32,10;0,00;;;
895,00;1,00;-32,10;0,00;;;
896,00;1,00;-32,10;0,00;;;
897,00;1,00;-32,10;0,00;;;
898,00;1,00;-32,10;6,15;;;
899,00;1,00;-32,10;88,19;;;
900,00;1,00;-32,10;199,29;;;
901,00;1,00;-32,10;293,08;;;
902,00;1,00;-32,10;411,30;;;
903,00;0,00;-24,10;411,25;;;
904,00;0,00;-24,10;293,08;;;
905,00;0,00;-24,10;199,21;;;
906,00;0,00;-24,10;123,73;;;
907,00;0,00;-24,10;6,10;;;
908,00;0,00;-24,10;0,00;;;
909,00;0,00;-24,10;0,00;;;
910,00;0,00;-24,10;0,00;;;
911,00;0,00;-24,10;0,00;;;
912,00;0,00;-24,10;0,00;;;
913,00;0,00;-28,50;0,00;;;
914,00;0,00;-28,50;0,00;;;
915,00;0,00;-28,50;0,00;;;
916,00;0,00;-28,50;0,00;;;
917,00;0,00;-28,50;0,00;;;
918,00;0,00;-28,50;0,00;;;
919,00;0,00;-28,50;0,00;;;
920,00;0,00;-28,50;0,00;;;
921,00;1,00;-28,50;0,00;;;
922,00;1,00;-28,50;6,49;;;
923,00;1,00;-28,50;124,72;;;
924,00;1,00;-28,50;200,80;;;
925,00;1,00;-28,50;295,69;;;
926,00;1,00;-28,50;415,37;;;
927,00;1,00;-21,40;415,32;;;
928,00;1,00;-21,40;295,68;;;
929,00;1,00;-21,40;200,71;;;
930,00;1,00;-21,40;124,56;;;
931,00;1,00;-21,40;6,43;;;
932,00;1,00;-21,40;0,00;;;
933,00;1,00;-21,40;0,00;;;
934,00;1,00;-21,40;0,00;;;
935,00;1,00;-21,40;0,00;;;
936,00;1,00;-21,40;0,00;;;
937,00;1,00;-27,90;0,00;;;
938,00;1,00;-27,90;0,00;;;
939,00;1,00;-27,90;0,00;;;
940,00;1,00;-27,90;0,00;;;
941,00;1,00;-27,90;0,00;;;
942,00;1,00;-27,90;0,00;;;
943,00;1,00;-27,90;0,00;;;
944,00;1,00;-27,90;0,00;;;
945,00;1,00;-27,90;0,00;;;
946,00;1,00;-27,90;6,81;;;
947,00;1,00;-27,90;125,56;;;
948,00;1,00;-27,90;202,32;;;
949,00;1,00;-27,90;298,31;;;
950,00;1,00;-27,90;419,43;;;
951,00;1,00;-25,40;419,38;;;
952,00;1,00;-25,40;298,24;;;
953,00;1,00;-25,40;202,21;;;
954,00;1,00;-25,40;125,37;;;
955,00;1,00;-25,40;6,71;;;
956,00;1,00;-25,40;0,00;;;
957,00;1,00;-25,40;0,00;;;
958,00;1,00;-25,40;0,00;;;
959,00;1,00;-25,40;0,00;;;
960,00;1,00;-25,40;0,00;;;
961,00;1,00;-30,10;0,00;;;
962,00;1,00;-30,10;0,00;;;
963,00;1,00;-30,10;0,00;;;
964,00;1,00;-30,10;0,00;;;
965,00;1,00;-30,10;0,00;;;
966,00;1,00;-30,10;0,00;;;
967,00;1,00;-30,10;0,00;;;
968,00;1,00;-30,10;0,00;;;
969,00;1,00;-30,10;0,00;;;
970,00;1,00;-30,10;7,21;;;
971,00;1,00;-30,10;126,37;;;
972,00;1,00;-30,10;203,80;;;
973,00;1,00;-30,10;300,91;;;
974,00;1,00;-30,10;423,54;;;
975,00;1,00;-26,10;423,49;;;
976,00;1,00;-26,10;262,10;;;
977,00;1,00;-26,10;177,56;;;
978,00;1,00;-26,10;108,40;;;
979,00;1,00;-26,10;40,50;;;
980,00;1,00;-26,10;0,00;;;
981,00;1,00;-26,10;0,00;;;
982,00;1,00;-26,10;0,00;;;
983,00;1,00;-26,10;0,00;;;
984,00;1,00;-26,10;0,00;;;
985,00;1,00;-29,50;0,00;;;
986,00;1,00;-29,50;0,00;;;
987,00;1,00;-29,50;0,00;;;
988,00;1,00;-29,50;0,00;;;
989,00;1,00;-29,50;0,00;;;
990,00;1,00;-29,50;0,00;;;
991,00;1,00;-29,50;0,00;;;
992,00;1,00;-29,50;0,00;;;
993,00;1,00;-29,50;0,00;;;
994,00;1,00;-29,50;7,72;;;
995,00;1,00;-29,50;127,20;;;
996,00;1,00;-29,50;205,28;;;
997,00;1,00;-29,50;303,60;;;
998,00;1,00;-29,50;427,83;;;
999,00;1,00;-24,20;427,79;;;
1000,00;1,00;-24,20;289,91;;;
1001,00;1,00;-24,20;193,45;;;
1002,00;1,00;-24,20;117,01;;;
1003,00;1,00;-24,20;44,67;;;
1004,00;1,00;-24,20;0,00;;;
1005,00;1,00;-24,20;0,00;;;
1006,00;1,00;-24,20;0,00;;;
1007,00;1,00;-24,20;0,00;;;
1008,00;1,00;-24,20;0,00;;;
1009,00;1,00;-27,50;0,00;;;
1010,00;1,00;-27,50;0,00;;;
1011,00;1,00;-27,50;0,00;;;
1012,00;1,00;-27,50;0,00;;;
1013,00;1,00;-27,50;0,00;;;
1014,00;1,00;-27,50;0,00;;;
1015,00;1,00;-27,50;0,00;;;
1016,00;1,00;-27,50;0,00;;;
1017,00;1,00;-27,50;0,00;;;
1018,00;1,00;-27,50;8,29;;;
1019,00;1,00;-27,50;128,04;;;
1020,00;1,00;-27,50;206,78;;;
1021,00;1,00;-27,50;306,34;;;
1022,00;1,00;-27,50;432,27;;;
1023,00;1,00;-21,70;432,23;;;
1024,00;1,00;-21,70;306,31;;;
1025,00;1,00;-21,70;206,67;;;
1026,00;1,00;-21,70;127,88;;;
1027,00;1,00;-21,70;51,97;;;
1028,00;1,00;-21,70;0,00;;;
1029,00;2,00;-21,70;0,00;;;
1030,00;2,00;-21,70;0,00;;;
1031,00;2,00;-21,70;0,00;;;
1032,00;2,00;-21,70;0,00;;;
1033,00;2,00;-24,70;0,00;;;
1034,00;2,00;-24,70;0,00;;;
1035,00;1,00;-24,70;0,00;;;
1036,00;1,00;-24,70;0,00;;;
1037,00;1,00;-24,70;0,00;;;
1038,00;1,00;-24,70;0,00;;;
1039,00;1,00;-24,70;0,00;;;
1040,00;1,00;-24,70;0,00;;;
1041,00;1,00;-24,70;0,00;;;
1042,00;1,00;-24,70;52,90;;;
1043,00;1,00;-24,70;128,90;;;
1044,00;1,00;-24,70;208,33;;;
1045,00;1,00;-24,70;309,15;;;
1046,00;1,00;-24,70;436,78;;;
1047,00;1,00;-17,70;436,73;;;
1048,00;1,00;-17,70;269,14;;;
1049,00;1,00;-17,70;174,86;;;
1050,00;1,00;-17,70;101,38;;;
1051,00;1,00;-17,70;36,15;;;
1052,00;1,00;-17,70;0,00;;;
1053,00;1,00;-17,70;0,00;;;
1054,00;1,00;-17,70;0,00;;;
1055,00;1,00;-17,70;0,00;;;
1056,00;1,00;-17,70;0,00;;;
1057,00;1,00;-13,90;0,00;;;
1058,00;1,00;-13,90;0,00;;;
1059,00;1,00;-13,90;0,00;;;
1060,00;1,00;-13,90;0,00;;;
1061,00;1,00;-13,90;0,00;;;
1062,00;1,00;-13,90;0,00;;;
1063,00;1,00;-13,90;0,00;;;
1064,00;1,00;-13,90;0,00;;;
1065,00;1,00;-13,90;0,00;;;
1066,00;1,00;-13,90;35,68;;;
1067,00;1,00;-13,90;90,28;;;
1068,00;1,00;-13,90;134,76;;;
1069,00;1,00;-13,90;178,99;;;
1070,00;1,00;-13,90;227,38;;;
1071,00;1,00;-12,10;227,35;;;
1072,00;1,00;-12,10;271,40;;;
1073,00;1,00;-12,10;176,47;;;
1074,00;1,00;-12,10;102,41;;;
1075,00;1,00;-12,10;36,59;;;
1076,00;1,00;-12,10;0,00;;;
1077,00;1,00;-12,10;0,00;;;
1078,00;1,00;-12,10;0,00;;;
1079,00;1,00;-12,10;0,00;;;
1080,00;1,00;-12,10;0,00;;;
1081,00;1,00;-19,60;0,00;;;
1082,00;1,00;-19,60;0,00;;;
1083,00;1,00;-19,60;0,00;;;
1084,00;1,00;-19,60;0,00;;;
1085,00;1,00;-19,60;0,00;;;
1086,00;1,00;-19,60;0,00;;;
1087,00;1,00;-19,60;0,00;;;
1088,00;1,00;-19,60;0,00;;;
1089,00;0,00;-19,60;0,00;;;
1090,00;0,00;-19,60;53,73;;;
1091,00;0,00;-19,60;130,85;;;
1092,00;0,00;-19,60;211,92;;;
1093,00;0,00;-19,60;314,95;;;
1094,00;0,00;-16,80;445,35;;;
1095,00;2,00;-16,80;521,14;;;
1096,00;2,00;-16,80;301,87;;;
1097,00;2,00;-16,80;200,68;;;
1098,00;2,00;-16,80;121,22;;;
1099,00;2,00;-16,80;47,38;;;
1100,00;2,00;-16,80;0,00;;;
1101,00;1,00;-16,80;0,00;;;
1102,00;1,00;-16,80;0,00;;;
1103,00;1,00;-16,80;0,00;;;
1104,00;1,00;-16,80;0,00;;;
1105,00;1,00;-16,60;0,00;;;
1106,00;1,00;-18,10;0,00;;;
1107,00;1,00;-18,10;0,00;;;
1108,00;1,00;-18,10;0,00;;;
1109,00;1,00;-18,10;0,00;;;
1110,00;1,00;-18,10;0,00;;;
1111,00;1,00;-18,10;0,00;;;
1112,00;1,00;-18,10;0,00;;;
1113,00;1,00;-18,10;0,00;;;
1114,00;1,00;-18,10;36,83;;;
1115,00;1,00;-18,10;92,04;;;
1116,00;1,00;-18,10;137,00;;;
1117,00;1,00;-18,10;181,84;;;
1118,00;1,00;-16,10;230,96;;;
1119,00;2,00;-16,10;257,69;;;
1120,00;2,00;-16,10;250,15;;;
1121,00;2,00;-16,10;161,43;;;
1122,00;2,00;-16,10;92,23;;;
1123,00;2,00;-16,10;31,89;;;
1124,00;2,00;-16,10;0,00;;;
1125,00;2,00;-16,10;0,00;;;
1126,00;2,00;-16,10;0,00;;;
1127,00;2,00;-16,10;0,00;;;
1128,00;2,00;-16,10;0,00;;;
1129,00;2,00;-17,60;0,00;;;
1130,00;2,00;-18,90;0,00;;;
1131,00;1,00;-18,90;0,00;;;
1132,00;1,00;-18,90;0,00;;;
1133,00;1,00;-18,90;0,00;;;
1134,00;1,00;-18,90;0,00;;;
1135,00;1,00;-18,90;0,00;;;
1136,00;1,00;-18,90;0,00;;;
1137,00;1,00;-18,90;0,00;;;
1138,00;1,00;-18,90;37,44;;;
1139,00;1,00;-18,90;92,93;;;
1140,00;1,00;-18,90;138,10;;;
1141,00;1,00;-18,90;183,23;;;
1142,00;1,00;-17,00;232,72;;;
1143,00;1,00;-17,00;259,65;;;
1144,00;1,00;-17,00;183,29;;;
1145,00;1,00;-17,00;138,12;;;
1146,00;1,00;-17,00;92,88;;;
1147,00;1,00;-17,00;37,34;;;
1148,00;1,00;-17,00;0,00;;;
1149,00;1,00;-17,00;0,00;;;
1150,00;1,00;-17,00;0,00;;;
1151,00;1,00;-17,00;0,00;;;
1152,00;1,00;-17,00;0,00;;;
1153,00;1,00;-17,50;0,00;;;
1154,00;1,00;-19,60;0,00;;;
1155,00;1,00;-19,60;0,00;;;
1156,00;1,00;-19,60;0,00;;;
1157,00;1,00;-19,60;0,00;;;
1158,00;1,00;-19,60;0,00;;;
1159,00;1,00;-19,60;0,00;;;
1160,00;1,00;-19,60;0,00;;;
1161,00;1,00;-19,60;0,00;;;
1162,00;1,00;-19,60;38,19;;;
1163,00;1,00;-19,60;93,80;;;
1164,00;1,00;-19,60;139,06;;;
1165,00;1,00;-19,60;184,40;;;
1166,00;1,00;-17,40;234,23;;;
1167,00;1,00;-17,40;261,37;;;
1168,00;1,00;-17,40;310,48;;;
1169,00;1,00;-17,40;205,74;;;
1170,00;1,00;-17,40;124,02;;;
1171,00;1,00;-17,40;49,15;;;
1172,00;1,00;-17,40;0,00;;;
1173,00;1,00;-17,40;0,00;;;
1174,00;1,00;-17,40;0,00;;;
1175,00;1,00;-17,40;0,00;;;
1176,00;1,00;-17,40;0,00;;;
1177,00;1,00;-24,80;0,00;;;
1178,00;1,00;-27,30;0,00;;;
1179,00;1,00;-27,30;0,00;;;
1180,00;1,00;-27,30;0,00;;;
1181,00;1,00;-27,30;0,00;;;
1182,00;1,00;-27,30;0,00;;;
1183,00;1,00;-27,30;0,00;;;
1184,00;1,00;-27,30;0,00;;;
1185,00;1,00;-27,30;0,00;;;
1186,00;1,00;-27,30;56,40;;;
1187,00;1,00;-27,30;134,50;;;
1188,00;1,00;-27,30;218,61;;;
1189,00;1,00;-27,30;326,60;;;
1190,00;1,00;-23,90;463,42;;;
1191,00;2,00;-23,90;542,86;;;
1192,00;2,00;-23,90;326,55;;;
1193,00;2,00;-23,90;218,48;;;
1194,00;2,00;-23,90;134,33;;;
1195,00;2,00;-23,90;56,30;;;
1196,00;2,00;-23,90;0,00;;;
1197,00;1,00;-23,90;0,00;;;
1198,00;1,00;-23,90;0,00;;;
1199,00;1,00;-23,90;0,00;;;
1200,00;1,00;-23,90;0,00;;;
1201,00;1,00;-24,70;0,00;;;
1202,00;1,00;-28,30;0,00;;;
1203,00;1,00;-28,30;0,00;;;
1204,00;1,00;-28,30;0,00;;;
1205,00;1,00;-28,30;0,00;;;
1206,00;1,00;-28,30;0,00;;;
1207,00;1,00;-28,30;0,00;;;
1208,00;1,00;-28,30;0,00;;;
1209,00;1,00;-28,30;0,00;;;
1210,00;1,00;-28,30;51,30;;;
1211,00;1,00;-28,30;126,65;;;
1212,00;1,00;-28,30;209,97;;;
1213,00;1,00;-28,30;317,47;;;
1214,00;1,00;-23,90;453,92;;;
1215,00;2,00;-23,90;533,21;;;
1216,00;2,00;-23,90;317,48;;;
1217,00;2,00;-23,90;209,89;;;
1218,00;2,00;-23,90;126,54;;;
1219,00;2,00;-23,90;51,25;;;
1220,00;2,00;-23,90;0,00;;;
1221,00;1,00;-23,90;0,00;;;
1222,00;1,00;-23,90;0,00;;;
1223,00;1,00;-23,90;0,00;;;
1224,00;1,00;-23,90;0,00;;;
1225,00;1,00;-25,40;0,00;;;
1226,00;1,00;-27,90;0,00;;;
1227,00;1,00;-27,90;0,00;;;
1228,00;1,00;-27,90;0,00;;;
1229,00;1,00;-27,90;0,00;;;
1230,00;1,00;-27,90;0,00;;;
1231,00;1,00;-27,90;0,00;;;
1232,00;1,00;-27,90;0,00;;;
1233,00;1,00;-27,90;0,00;;;
1234,00;1,00;-27,90;52,22;;;
1235,00;1,00;-27,90;127,72;;;
1236,00;1,00;-27,90;211,84;;;
1237,00;1,00;-27,90;320,77;;;
1238,00;1,00;-22,60;459,11;;;
1239,00;1,00;-22,60;539,46;;;
1240,00;1,00;-22,60;320,76;;;
1241,00;1,00;-22,60;211,79;;;
1242,00;1,00;-22,60;127,63;;;
1243,00;1,00;-22,60;52,08;;;
1244,00;1,00;-22,60;0,00;;;
1245,00;1,00;-22,60;0,00;;;
1246,00;1,00;-22,60;0,00;;;
1247,00;1,00;-22,60;0,00;;;
1248,00;1,00;-22,60;0,00;;;
1249,00;1,00;-24,70;0,00;;;
1250,00;1,00;-25,70;0,00;;;
1251,00;1,00;-25,70;0,00;;;
1252,00;1,00;-25,70;0,00;;;
1253,00;1,00;-25,70;0,00;;;
1254,00;1,00;-25,70;0,00;;;
1255,00;1,00;-25,70;0,00;;;
1256,00;1,00;-25,70;0,00;;;
1257,00;1,00;-25,70;0,00;;;
1258,00;1,00;-25,70;58,19;;;
1259,00;1,00;-25,70;131,39;;;
1260,00;1,00;-25,70;204,48;;;
1261,00;1,00;-25,70;294,11;;;
1262,00;1,00;-16,80;404,78;;;
1263,00;1,00;-16,80;468,22;;;
1264,00;1,00;-16,80;324,08;;;
1265,00;1,00;-16,80;213,79;;;
1266,00;1,00;-16,80;128,76;;;
1267,00;1,00;-16,80;52,81;;;
1268,00;1,00;-16,80;0,00;;;
1269,00;0,00;-16,80;0,00;;;
1270,00;0,00;-16,80;0,00;;;
1271,00;0,00;-16,80;0,00;;;
1272,00;0,00;-16,80;0,00;;;
1273,00;0,00;-23,90;0,00;;;
1274,00;0,00;-26,80;0,00;;;
1275,00;1,00;-26,80;0,00;;;
1276,00;1,00;-26,80;0,00;;;
1277,00;1,00;-26,80;0,00;;;
1278,00;1,00;-26,80;0,00;;;
1279,00;1,00;-26,80;0,00;;;
1280,00;1,00;-26,80;0,00;;;
1281,00;1,00;-26,80;0,00;;;
1282,00;1,00;-26,80;59,35;;;
1283,00;1,00;-26,80;138,24;;;
1284,00;1,00;-26,80;225,57;;;
1285,00;1,00;-26,80;338,90;;;
1286,00;1,00;-18,90;482,64;;;
1287,00;1,00;-18,90;565,98;;;
1288,00;1,00;-18,90;338,92;;;
1289,00;1,00;-18,90;225,55;;;
1290,00;1,00;-18,90;138,15;;;
1291,00;1,00;-18,90;59,19;;;
1292,00;1,00;-18,90;0,00;;;
1293,00;1,00;-18,90;0,00;;;
1294,00;1,00;-18,90;0,00;;;
1295,00;1,00;-18,90;0,00;;;
1296,00;1,00;-18,90;0,00;;;
1297,00;1,00;-23,70;0,00;;;
1298,00;1,00;-25,70;0,00;;;
1299,00;1,00;-25,70;0,00;;;
1300,00;1,00;-25,70;0,00;;;
1301,00;1,00;-25,70;0,00;;;
1302,00;1,00;-25,70;0,00;;;
1303,00;1,00;-25,70;0,00;;;
1304,00;1,00;-25,70;0,00;;;
1305,00;1,00;-25,70;0,00;;;
1306,00;1,00;-25,70;60,02;;;
1307,00;1,00;-25,70;139,23;;;
1308,00;1,00;-25,70;227,41;;;
1309,00;1,00;-25,70;342,05;;;
1310,00;1,00;-16,80;487,47;;;
1311,00;1,00;-16,80;571,74;;;
1312,00;1,00;-16,80;330,60;;;
1313,00;1,00;-16,80;217,71;;;
1314,00;1,00;-16,80;130,97;;;
1315,00;1,00;-16,80;54,21;;;
1316,00;1,00;-16,80;0,00;;;
1317,00;1,00;-16,80;0,00;;;
1318,00;1,00;-16,80;0,00;;;
1319,00;1,00;-16,80;0,00;;;
1320,00;1,00;-16,80;0,00;;;
1321,00;1,00;-24,30;0,00;;;
1322,00;1,00;-23,90;0,00;;;
1323,00;1,00;-23,90;0,00;;;
1324,00;1,00;-23,90;0,00;;;
1325,00;1,00;-23,90;0,00;;;
1326,00;1,00;-23,90;0,00;;;
1327,00;1,00;-23,90;0,00;;;
1328,00;1,00;-23,90;0,00;;;
1329,00;1,00;-23,90;0,00;;;
1330,00;1,00;-23,90;55,09;;;
1331,00;1,00;-23,90;132,14;;;
1332,00;1,00;-23,90;219,69;;;
1333,00;1,00;-23,90;333,90;;;
1334,00;1,00;-17,90;478,95;;;
1335,00;1,00;-17,90;563,05;;;
1336,00;1,00;-17,90;402,57;;;
1337,00;1,00;-17,90;219,64;;;
1338,00;1,00;-17,90;132,05;;;
1339,00;1,00;-17,90;55,01;;;
1340,00;1,00;-17,90;0,00;;;
1341,00;1,00;-17,90;0,00;;;
1342,00;1,00;-17,90;0,00;;;
1343,00;1,00;-17,90;0,00;;;
1344,00;1,00;-17,90;0,00;;;
1345,00;1,00;-15,70;0,00;;;
1346,00;1,00;-14,60;0,00;;;
1347,00;1,00;-14,60;0,00;;;
